IMAGE_SCHEMA_ANNOTATION,LinguisticExamples,Language
VERTICALITY,Don’t worry! I’m on top of the situation.,en
VERTICALITY,Today there are very few submissive women.,en
VERTICALITY,Report to your superiors for duty.,en
VERTICALITY,He's the low man on the totem pole.,en
VERTICALITY,Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,en
VERTICALITY,Relax. We've got everything under control.,en
VERTICALITY,The pupils submitted themselves to discipline.,en
VERTICALITY,She did it under the supervision of a a senior teacher.,en
VERTICALITY,Who's the underdog?,en
VERTICALITY,He suffers from an inferiority complex.,en
VERTICALITY,I belong to the subordinate staff.,en
VERTICALITY,A major is below a colonel.,en
VERTICALITY,The romans subjected most of Europe to their rule.,en
VERTICALITY,They subdued their enemies to their sway.,en
VERTICALITY,He spoke to her in a condescending tone.,en
VERTICALITY,He even stooped to lying.,en
VERTICALITY,That boosted my spirits.,en
VERTICALITY,He is really down these days.,en
VERTICALITY,I’m depressed.,en
VERTICALITY,My spirit rose.,en
VERTICALITY,You’re in high spirits.,en
VERTICALITY,Thinking about her always gives me a lift.,en
VERTICALITY,I'm soaring with joy.,en
VERTICALITY,I’m feeling down.,en
VERTICALITY,He’s really low these days.,en
VERTICALITY,I fell into a depression.,en
VERTICALITY,My spirit sank.,en
VERTICALITY,His spirits fell.,en
VERTICALITY,Cheer up!,en
VERTICALITY,I’m feeling up today.,en
VERTICALITY,He’s really low these days.,en
VERTICALITY,We had to cheer him up.,en
VERTICALITY,Lighten up!,en
VERTICALITY,She lit up.,en
VERTICALITY,We had to cheer him up.,en
VERTICALITY,He will be elated with joy,en
VERTICALITY,joy be lifted,en
VERTICALITY,He brought me down with his remarks,en
VERTICALITY,sinking feeling of sadness,en
VERTICALITY,I'm uplifted.,en
VERTICALITY,He was overjoyed.,en
VERTICALITY,I was flying high.,en
VERTICALITY,She was on cloud nine.,en
VERTICALITY,I'm six feet off the ground.,en
VERTICALITY,We were in the clouds.,en
VERTICALITY,I was just soaring with happiness.,en
VERTICALITY,"After the exam, I was walking on air for days.",en
VERTICALITY,They were riding high.,en
VERTICALITY,I wasfloating.,en
VERTICALITY,deep sadness,en
VERTICALITY,sadness be deep,en
VERTICALITY,event deepen sadness,en
VERTICALITY,sinking feeling of sadness,en
VERTICALITY,Are we downhearted?,en
VERTICALITY,Why is he looking so dejected?,en
VERTICALITY,"In economic development, the equivalent of having a level playing field is equality of access to basic services. ",en
VERTICALITY,The servers are back up after having been down for days.,en
VERTICALITY,The government was toppled.,en
VERTICALITY,The government fell.,en
VERTICALITY,He’s at the peak of health.,en
VERTICALITY,Lazarus rose from the dead.,en
VERTICALITY,He’s in top shape.,en
VERTICALITY,"As to his health, he’s way up there.",en
VERTICALITY,He fell ill.,en
VERTICALITY,He’s sinking fast.,en
VERTICALITY,He came down with the flu.,en
VERTICALITY,His health is declining.,en
VERTICALITY,He dropped dead.,en
VERTICALITY,He fell ill.,en
VERTICALITY,That was a demeaning comment.,en
VERTICALITY,I won’t do that -- it’s degrading!,en
VERTICALITY,He debased himself.,en
VERTICALITY,... standing on the precipice of distress.,en
VERTICALITY,she found not only low sexual desire but low distress about it.,en
VERTICALITY,Attack Svetlana was in deep distress before the bombs exploded.,en
VERTICALITY,"The tears fall constantly, but, if she was mad with grief back then, she appears to have pulled back a little from the brink.",en
VERTICALITY,"Today, Bousignac, ... , feels like the whole world is again collapsing around her. ‘I don’t know if I will ever overcome this. The pain is never-ending …,’ adistressed Bousignac said.",en
VERTICALITY,Get up.,en
VERTICALITY,Wake up.,en
VERTICALITY,I’m up already.,en
VERTICALITY,He rises early in the morning.,en
VERTICALITY,He fell asleep.,en
VERTICALITY,He dropped off to sleep.,en
VERTICALITY,He’s  under hypnoses.,en
VERTICALITY,He sank into a coma.,en
VERTICALITY,Wake up.,en
VERTICALITY,He fell into a coma.,en
VERTICALITY,"The discussion fell to the emotional level, but I raised it back up to the rational plane.",en
VERTICALITY,He couldn’t rise above his emotions.,en
VERTICALITY,high vs. low brow,en
VERTICALITY,We put our feelings aside and had a high-level intellectual discussion of the matter.,en
VERTICALITY,The discussion fell to an emotional level.,en
VERTICALITY,He is high-minded.,en
VERTICALITY,She has high standards.,en
VERTICALITY,She is upright.,en
VERTICALITY,She is an upstanding citizen.,en
VERTICALITY,Be straight with me.,en
VERTICALITY,He's a crooked businessman.,en
VERTICALITY,God-fearing men must keep strictly to the straight and narrow.,en
VERTICALITY,That was a low trick.,en
VERTICALITY,Don’t be underhanded.,en
VERTICALITY,I wouldn’t stoop to that.,en
VERTICALITY,That would be beneath me.,en
VERTICALITY,He's a snake in the grass.,en
VERTICALITY,That was a low-down thing to do.,en
VERTICALITY,"Upright, on the up and up, on a high moral plain, above board, high-minded, upstanding citizen, underhanded/low trick.",en
VERTICALITY,That would be beneath me.,en
VERTICALITY,He is a person of very high moral standards.,en
VERTICALITY,That’s up in the air.,en
VERTICALITY,The matter is settled.,en
VERTICALITY,I’d like to raise some questions about that.,en
VERTICALITY,That settles the question.,en
VERTICALITY,It’s still up for grabs.,en
VERTICALITY,Let’s bring it up for discussion.,en
VERTICALITY,There’s a deeper issue here.,en
VERTICALITY,That’s a profound problem.,en
VERTICALITY,Let’s ignore all the details on the surface.,en
VERTICALITY,There’s a deeper issue here.,en
VERTICALITY,… a deep thinker.,en
VERTICALITY,He had a probing mind.,en
VERTICALITY,He’s really high.,en
VERTICALITY,She’s coming down.,en
VERTICALITY,His best jokes all fell flat.,en
VERTICALITY,The scheme fell through.,en
VERTICALITY,If you work too hard you may collapse.,en
VERTICALITY,He had a nervous breakdown.,en
VERTICALITY,She broke down when she heard of his death.,en
VERTICALITY,Eve tempted Adam and he fell.,en
VERTICALITY,Earlier their used to be fallen women.,en
VERTICALITY,The government is a sinking ship.,en
VERTICALITY,The government has fallen.,en
VERTICALITY,She is a falling star.,en
VERTICALITY,What caused the decline and fall of the Roman Empire?,en
VERTICALITY,Your work falls short of my expectations.,en
VERTICALITY,a high-pitched voice,en
VERTICALITY,hohe und tiefe Töne,de
VERTICALITY,ein tiefer Bass,de
VERTICALITY,He dropped his voice.,en
VERTICALITY,She screamed at the top of her voice.,en
VERTICALITY,He raised his voice.,en
VERTICALITY,"Apparently, I’m not the only parent who’s concerned about high stakes testing.",en
VERTICALITY,"Debt, debt, debt; we're drowning in it. This morning, the Office for National Statistics published the latest estimates of public sector borrowing. Though borrowing is falling faster than anticipated, thanks to the fact that spending cuts are finally beginning to kick in, the national debt has risen to 64.2 per cent of GDP. More significantly, we now owe more than £1 trillion, or around £16,000 for every person in the country. ",en
VERTICALITY,The upwardly mobile are moving into nicer neighborhoods.,en
VERTICALITY,Moving up the social ladder: The bottom rung vs the top rung,en
VERTICALITY,His strength declined as he aged.,en
VERTICALITY,He is under my control.,en
VERTICALITY,He fell from power.,en
VERTICALITY,His power is on the decline.,en
